candidate_id,adm3_name,adm4_name,adm4_pcode,lat,lon,spatial_group,gap_score,population_score,is_rural,safety_score,elevation_score,nearest_tower_km,population_2020,earthquake_score,cyclone_score,flood_score,elevation_m,label_suitability_score,optimal_site,label_source
67,Kyauktan,Kan Pyaung,MMR013024001,16.690965742534598,96.40198352278266,Kyauktan,0.3942347337992021,0.6294243735543866,1,0.6257376758414638,0.21621621621621623,9.855868344980053,3658.050160765648,0.3064991458098022,0.7582536681346954,0.0,9.0,53.151230,1,dashboard_rule_top_quartile_v1
68,Kyauktan,Pi La Khat,MMR013024002,16.65359833186366,96.38585908210491,Kyauktan,0.263795556388453,0.57594019508848,1,0.617974399405615,0.05405405405405406,6.594888909711326,1821.123001456261,0.3095446851980002,0.7927507878405645,0.0,3.0,44.469183,0,dashboard_rule_top_quartile_v1
69,Kyauktan,Kyon Kan,MMR013024003,16.660303416523597,96.44131768540429,Kyauktan,0.4991997071295418,0.6045745488935717,1,0.6626148805311716,0.16216216216216217,12.479992678238547,2645.5842809677124,0.2528528859510092,0.8164011094031374,0.0,7.0,56.225917,1,dashboard_rule_top_quartile_v1
70,Kyauktan,Wea Gyi,MMR013024004,16.638225105196838,96.4542947983398,Kyauktan,0.5409435140672995,0.5880377276037759,1,0.6759691628150724,0.10810810810810811,13.523587851682487,2132.367172598839,0.2311847061836248,0.8501589128589767,0.0,5.0,56.839046,1,dashboard_rule_top_quartile_v1
71,Kyauktan,Ywar Thit Gyi,MMR013024005,16.626919829828058,96.42739669816086,Kyauktan,0.427156152328808,0.549531053612307,1,0.6544239599551764,0.13513513513513514,10.6789038082202,1290.4193089008331,0.2568662142862432,0.8482650526767789,0.0,6.0,51.547152,1,dashboard_rule_top_quartile_v1
72,Kyauktan,Kyan Pin,MMR013024006,16.62758251404552,96.39599603252104,Kyauktan,0.2935609960234774,0.5786178187332193,1,0.6288891401960719,0.08108108108108109,7.339024900586935,1885.8464361429208,0.2902572664643775,0.8292812220613818,0.0,4.0,46.151206,1,dashboard_rule_top_quartile_v1
73,Kyauktan,Thaung Gyi,MMR013024007,16.64641407658381,96.34816902227412,Kyauktan,0.1040329288003029,0.64408360168903,1,0.5896054083146791,0.10810810810810811,2.6008232200075745,4428.5421776771545,0.3452708176524685,0.7794293112048176,0.0,5.0,40.453622,0,dashboard_rule_top_quartile_v1
74,Kyauktan,Kayin Chaung,MMR013024008,16.52968982639143,96.45003166096458,Kyauktan,0.6987874810052329,0.6152218906525009,1,0.6783749529180652,0.1891891891891892,17.469687025130824,3039.6306057572365,0.2053508444256588,0.9805121954674986,0.0,8.0,64.803201,1,dashboard_rule_top_quartile_v1
75,Kyauktan,Zwe Ka Nar,MMR013024009,16.530729229145955,96.46600868669964,Kyauktan,0.748236539380519,0.6273129180232534,1,0.6918865738633724,0.05405405405405406,18.705913484512976,3558.7110980153084,0.1879677699216502,0.9889388113548332,0.0,3.0,65.408442,1,dashboard_rule_top_quartile_v1
76,Kyauktan,Ah Se,MMR013024010,16.600864668974975,96.46215876276436,Kyauktan,0.5927830485961288,0.65687233028784,1,0.6854723972603504,0.10810810810810811,14.819576214903222,5232.109669804573,0.2112184771348089,0.8999459811670807,0.0,5.0,60.745872,1,dashboard_rule_top_quartile_v1
77,Kyauktan,Min Ga Lun,MMR013024011,16.532367757679737,96.48243288318156,Kyauktan,0.8005178759171548,0.63872789401987,1,0.7060590441907745,0.10810810810810811,20.01294689792887,4129.841239929199,0.1698994143493659,0.996843024081763,0.0,5.0,68.580307,1,dashboard_rule_top_quartile_v1
78,Kyauktan,Na Ywe Chaung,MMR013024012,16.529282776241338,96.503287917945,Kyauktan,0.8825014496468687,0.5888589597160686,1,0.7266265284833444,0.13513513513513514,22.06253624117172,2155.3281876444817,0.1451452606078301,1.0,0.0,6.0,71.018806,1,dashboard_rule_top_quartile_v1
79,Kyauktan,Sit Ta Pin,MMR013024013,16.589327049132255,96.55526763510817,Kyauktan,0.7810189868828019,0.5383520972493898,1,0.7702961822498704,0.16216216216216217,19.525474672070047,1115.2968648672104,0.0993740177940352,0.968239350834664,0.0,7.0,66.462445,1,dashboard_rule_top_quartile_v1
80,Kyauktan,Mya Kaing,MMR013024014,16.546757692830226,96.54907021505296,Kyauktan,0.9673152766181426,0.6087995193796758,1,0.768958201721284,0.08108108108108109,24.182881915453567,2795.4342260956764,0.0953432920926069,1.0,0.0,4.0,74.520845,1,dashboard_rule_top_quartile_v1
81,Kyauktan,Boe Ba,MMR013024015,16.53549669005154,96.52379370722512,Kyauktan,0.9447226683143012,0.5995814129547179,1,0.7457405578953378,0.10810810810810811,23.61806670785753,2478.807810485363,0.1226581671819556,1.0,0.0,5.0,73.546948,1,dashboard_rule_top_quartile_v1
82,Kyauktan,Tha Nat Pin Chin,MMR013024019,16.604319777576762,96.3149438676914,Kyauktan,0.1249462172578075,0.6105128331378469,1,0.5694653585356799,0.16216216216216217,3.123655431445189,2858.5929275751114,0.3637543237420508,0.8089564418905127,0.0,7.0,40.926131,0,dashboard_rule_top_quartile_v1
83,Kyauktan,Baw Ga Lut,MMR013024020,16.585900457481742,96.32082278678556,Kyauktan,0.2019454670500229,0.596325490311481,1,0.5751640250613639,0.05405405405405406,5.048636676250573,2375.7594343423843,0.3526169292390745,0.834077233902819,0.0,3.0,42.208489,0,dashboard_rule_top_quartile_v1
84,Kyauktan,Chaung Wa,MMR013024021,16.574328584992475,96.29376875686108,Kyauktan,0.282738304469301,0.613642249798887,1,0.5566621819913069,0.10810810810810811,7.0684576117325255,2977.659231901169,0.3748749918299595,0.831293833021517,0.0,5.0,46.365856,1,dashboard_rule_top_quartile_v1
85,Kyauktan,Kwa Hnee,MMR013024022,16.542919420290527,96.37418175732589,Kyauktan,0.4458982312593553,0.6262352857747049,1,0.6171115095488838,0.16216216216216217,11.147455781483885,3509.055141925812,0.2884799374433193,0.9178702908286316,0.0,7.0,54.309588,1,dashboard_rule_top_quartile_v1
86,Kyauktan,Zwe Bar Kone Tan,MMR013024023,16.519926260654252,96.36814592786251,Kyauktan,0.5286251794691489,0.6025837015683486,1,0.6129052851004173,0.08108108108108109,13.215629486728725,2577.7837149500847,0.2891459814951255,0.94213753752484,0.0,4.0,55.835577,1,dashboard_rule_top_quartile_v1
