time,place,status,tsunami,significance,data_type,magnitudo,state,longitude,latitude,depth,date
1068545132870,"37 km SSW of Taungdwingyi, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,95.349,19.718,10.0,2003-11-11 10:05:32.870000+00:00
1068688718770,"27 km SE of Taungdwingyi, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,95.738,19.836,10.0,2003-11-13 01:58:38.770000+00:00
1070168201330,"22 km NNW of Myaydo, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,95.109,19.55,10.0,2003-11-30 04:56:41.330000+00:00
1070828454730,"24 km NW of Nay Pyi Taw, Myanmar",reviewed,0,400,earthquake,5.1, Myanmar,95.952,19.886,10.0,2003-12-07 20:20:54.730000+00:00
1070837520960,"29 km NNW of Nay Pyi Taw, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,96.054,20.004,10.0,2003-12-07 22:52:00.960000+00:00
1071792718230,"23 km SE of Taungdwingyi, Myanmar",reviewed,0,416,earthquake,5.2, Myanmar,95.698,19.852,10.0,2003-12-19 00:11:58.230000+00:00
1073832981300,"25 km WNW of Nay Pyi Taw, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,95.896,19.805,10.0,2004-01-11 14:56:21.300000+00:00
1074042340520,"37 km ENE of Myaydo, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,95.547,19.49,10.0,2004-01-14 01:05:40.520000+00:00
1075252577690,"77 km NNW of Pathein, Myanmar",reviewed,0,369,earthquake,4.9, Myanmar,94.333,17.363,33.9,2004-01-28 01:16:17.690000+00:00
1079811573820,"33 km SSW of Yamethin, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,95.998,20.169,40.5,2004-03-20 19:39:33.820000+00:00
1080253289640,"14 km E of Taungdwingyi, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,95.681,19.99,41.9,2004-03-25 22:21:29.640000+00:00
1081571017310,"22 km SSW of Taungdwingyi, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,95.434,19.832,11.1,2004-04-10 04:23:37.310000+00:00
1082101394830,"7 km SSE of Taungdwingyi, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,95.567,19.938,7.8,2004-04-16 07:43:14.830000+00:00
1082861967070,"30 km WNW of Nay Pyi Taw, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,95.866,19.864,10.0,2004-04-25 02:59:27.070000+00:00
1084983469170,"38 km WSW of Nay Pyi Taw, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,95.775,19.663,3.6,2004-05-19 16:17:49.170000+00:00
1086390879060,"82 km NW of Pathein, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,94.198,17.325,27.2,2004-06-04 23:14:39.060000+00:00
1088519345810,"15 km S of Magway, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,94.957,20.012,22.7,2004-06-29 14:29:05.810000+00:00
1088601894980,"22 km ENE of Magway, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,95.127,20.228,0.6,2004-06-30 13:24:54.980000+00:00
1089449058060,"33 km NNE of Taungdwingyi, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,95.723,20.26,10.0,2004-07-10 08:44:18.060000+00:00
1091157301020,"297 km WSW of Dawei, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,95.636,13.088,30.0,2004-07-30 03:15:01.020000+00:00
1091523552770,"5 km SSW of Taungdwingyi, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,95.517,19.962,100.7,2004-08-03 08:59:12.770000+00:00
1091969149100,"16 km ESE of Taungdwingyi, Myanmar",reviewed,0,354,earthquake,4.8, Myanmar,95.697,19.952,37.7,2004-08-08 12:45:49.100000+00:00
1091971337280,"19 km E of Taungdwingyi, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,95.728,19.995,10.0,2004-08-08 13:22:17.280000+00:00
1095037702930,"24 km WSW of Minbu, Myanmar",reviewed,0,234,earthquake,3.9, Myanmar,94.657,20.107,80.0,2004-09-13 01:08:22.930000+00:00
1095419482510,"293 km SW of Mawlamyinegyunn, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,93.558,14.302,44.4,2004-09-17 11:11:22.510000+00:00
1095420348200,"56 km SSE of Pyapon, Myanmar",reviewed,0,500,earthquake,5.7, Myanmar,95.879,15.814,15.0,2004-09-17 11:25:48.200000+00:00
1095443460170,"56 km S of Pyapon, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,95.776,15.787,15.0,2004-09-17 17:51:00.170000+00:00
1095555035580,"253 km SSW of Bogale, Myanmar",reviewed,0,246,earthquake,4.0, Myanmar,94.152,14.346,93.8,2004-09-19 00:50:35.580000+00:00
1101723899930,"10 km W of Kayan, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,96.46,16.9,85.0,2004-11-29 10:24:59.930000+00:00
1102157840120,"281 km W of Dawei, Myanmar",reviewed,0,246,earthquake,4.0, Myanmar,95.615,13.687,10.0,2004-12-04 10:57:20.120000+00:00
1102161350240,"178 km W of Dawei, Myanmar",reviewed,0,234,earthquake,3.9, Myanmar,96.558,13.827,10.0,2004-12-04 11:55:50.240000+00:00
1104106025850,"200 km SW of Pathein, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,93.185,15.75,30.0,2004-12-27 00:07:05.850000+00:00
1104115572400,"170 km SW of Mawlamyinegyunn, Myanmar",reviewed,0,222,earthquake,3.8, Myanmar,94.185,15.244,30.0,2004-12-27 02:46:12.400000+00:00
1104182638850,"117 km WNW of Pathein, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,93.654,17.02,25.0,2004-12-27 21:23:58.850000+00:00
1104190831290,"271 km SW of Mawlamyinegyunn, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,93.668,14.473,30.0,2004-12-27 23:40:31.290000+00:00
1104368976580,"28 km WNW of Nay Pyi Taw, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,95.872,19.82,16.3,2004-12-30 01:09:36.580000+00:00
1104369228560,"26 km NW of Nay Pyi Taw, Myanmar",reviewed,0,385,earthquake,5.0, Myanmar,95.955,19.922,51.6,2004-12-30 01:13:48.560000+00:00
1105101032430,"286 km SW of Mawlamyinegyunn, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,93.461,14.467,30.0,2005-01-07 12:30:32.430000+00:00
1105240644110,"13 km NW of Pyapon, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,95.591,16.369,36.5,2005-01-09 03:17:24.110000+00:00
1105292537770,"45 km E of Taunggyi, Myanmar",reviewed,0,199,earthquake,3.6, Myanmar,97.47,20.774,10.0,2005-01-09 17:42:17.770000+00:00
1105416017860,"226 km WSW of Pathein, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,92.65,16.366,30.0,2005-01-11 04:00:17.860000+00:00
1105475945410,"264 km WSW of Pathein, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,92.349,16.126,30.0,2005-01-11 20:39:05.410000+00:00
1105851803520,"195 km SSW of Pathein, Myanmar",reviewed,0,222,earthquake,3.8, Myanmar,93.852,15.231,30.0,2005-01-16 05:03:23.520000+00:00
1106350462650,"293 km SW of Pathein, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,93.005,14.726,22.0,2005-01-21 23:34:22.650000+00:00
1106566288800,"7 km SSE of Tharyarwady, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,95.808,17.586,10.0,2005-01-24 11:31:28.800000+00:00
1107847258940,"34 km SE of Taungdwingyi, Myanmar",reviewed,0,354,earthquake,4.8, Myanmar,95.803,19.819,16.0,2005-02-08 07:20:58.940000+00:00
1107945448190,"190 km WSW of Pathein, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,93.057,16.185,10.0,2005-02-09 10:37:28.190000+00:00
1108056829130,"242 km SSW of Pathein, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,93.576,14.896,30.0,2005-02-10 17:33:49.130000+00:00
1108387316370,"243 km SW of Mawlamyinegyunn, Myanmar",reviewed,0,369,earthquake,4.9, Myanmar,93.629,14.847,35.0,2005-02-14 13:21:56.370000+00:00
1108429981920,"229 km SW of Mawlamyinegyunn, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,93.859,14.81,43.4,2005-02-15 01:13:01.920000+00:00
1111836795580,"21 km WNW of Myanaung, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,95.126,18.358,50.3,2005-03-26 11:33:15.580000+00:00
1111990791530,"207 km WSW of Pathein, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,92.958,16.005,30.0,2005-03-28 06:19:51.530000+00:00
1112110263120,"40 km ENE of Nyaungdon, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,95.974,17.222,146.5,2005-03-29 15:31:03.120000+00:00
1112213107640,"219 km WSW of Pathein, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,92.839,15.998,10.0,2005-03-30 20:05:07.640000+00:00
1112839631380,"221 km WSW of Pathein, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,92.822,15.996,30.0,2005-04-07 02:07:11.380000+00:00
1112844905420,"219 km WSW of Pathein, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,92.84,16.003,30.0,2005-04-07 03:35:05.420000+00:00
1113914825890,"214 km WSW of Pathein, Myanmar",reviewed,0,340,earthquake,4.7, Myanmar,92.94,15.907,30.0,2005-04-19 12:47:05.890000+00:00
1113928203890,"197 km WSW of Pathein, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,93.065,16.013,26.0,2005-04-19 16:30:03.890000+00:00
1114833973680,"75 km SE of Pyapon, Myanmar",reviewed,0,340,earthquake,4.7, Myanmar,96.194,15.822,10.0,2005-04-30 04:06:13.680000+00:00
1114944028480,"202 km WSW of Pathein, Myanmar",reviewed,0,234,earthquake,3.9, Myanmar,93.006,16.023,30.0,2005-05-01 10:40:28.480000+00:00
1115013354950,"203 km WSW of Pathein, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,93.006,16.002,30.0,2005-05-02 05:55:54.950000+00:00
1115612346190,"202 km WSW of Pathein, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,93.005,16.024,30.0,2005-05-09 04:19:06.190000+00:00
1115617671440,"191 km WSW of Pathein, Myanmar",reviewed,0,211,earthquake,3.7, Myanmar,93.129,16.007,30.0,2005-05-09 05:47:51.440000+00:00
1115647442890,"202 km WSW of Pathein, Myanmar",reviewed,0,340,earthquake,4.7, Myanmar,93.022,15.999,30.0,2005-05-09 14:04:02.890000+00:00
1115647899610,"207 km WSW of Pathein, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,92.971,15.997,33.4,2005-05-09 14:11:39.610000+00:00
1115664123820,"207 km WSW of Pathein, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,92.945,16.053,25.0,2005-05-09 18:42:03.820000+00:00
1116350848540,"53 km WSW of Hinthada, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,95.01,17.436,60.5,2005-05-17 17:27:28.540000+00:00
1116361148000,"271 km SW of Mawlamyinegyunn, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,93.796,14.38,30.0,2005-05-17 20:19:08+00:00
1116748014980,"208 km WSW of Pathein, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,92.917,16.08,30.0,2005-05-22 07:46:54.980000+00:00
1117864674520,"112 km SW of Pathein, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,94.022,16.029,10.0,2005-06-04 05:57:54.520000+00:00
1118001354220,"297 km SSW of Pathein, Myanmar",reviewed,0,222,earthquake,3.8, Myanmar,93.22,14.52,30.0,2005-06-05 19:55:54.220000+00:00
1121462782610,"82 km WSW of Minbu, Myanmar",reviewed,0,234,earthquake,3.9, Myanmar,94.201,19.787,65.0,2005-07-15 21:26:22.610000+00:00
1121668234490,"241 km SW of Mawlamyinegyunn, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,93.697,14.813,38.7,2005-07-18 06:30:34.490000+00:00
1123235255350,"21 km E of Taungdwingyi, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,95.751,20.021,100.0,2005-08-05 09:47:35.350000+00:00
1123238786200,"33 km NE of Pyinmana, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,96.432,19.952,100.0,2005-08-05 10:46:26.200000+00:00
1123467945020,"246 km WNW of Pathein, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,92.526,17.456,10.0,2005-08-08 02:25:45.020000+00:00
1124751919840,"37 km ENE of Tharyarwady, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,96.122,17.753,10.0,2005-08-22 23:05:19.840000+00:00
1124793463290,"295 km SW of Mawlamyinegyunn, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,93.368,14.44,19.6,2005-08-23 10:37:43.290000+00:00
1125024793310,"146 km WSW of Pathein, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,93.498,16.198,10.0,2005-08-26 02:53:13.310000+00:00
1125347572890,"47 km SSW of Hinthada, Myanmar",reviewed,0,340,earthquake,4.7, Myanmar,95.258,17.268,35.0,2005-08-29 20:32:52.890000+00:00
1125361637240,"244 km WSW of Pathein, Myanmar",reviewed,0,246,earthquake,4.0, Myanmar,92.516,16.236,10.0,2005-08-30 00:27:17.240000+00:00
1128430571210,"242 km S of Pyapon, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,95.816,14.095,21.5,2005-10-04 12:56:11.210000+00:00
1128722859870,"32 km SSE of Pyapon, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,95.76,16.005,110.9,2005-10-07 22:07:39.870000+00:00
1129851476910,"53 km NNE of Paungde, Myanmar",reviewed,0,340,earthquake,4.7, Myanmar,95.761,18.913,10.0,2005-10-20 23:37:56.910000+00:00
1130279391670,"192 km S of Pyapon, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,95.731,14.549,26.6,2005-10-25 22:29:51.670000+00:00
1132117561460,"245 km W of Pathein, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,92.466,17.18,26.1,2005-11-16 05:06:01.460000+00:00
1135287034000,"20 km ESE of Tharyarwady, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,95.971,17.6,10.0,2005-12-22 21:30:34+00:00
1136372969990,"21 km SSW of Tharyarwady, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,95.722,17.468,38.5,2006-01-04 11:09:29.990000+00:00
1138110127650,"121 km ESE of Taunggyi, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,98.175,20.551,10.0,2006-01-24 13:42:07.650000+00:00
1138180921150,"21 km WNW of Thayetmyo, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,94.994,19.406,79.5,2006-01-25 09:22:01.150000+00:00
1140745028130,"260 km SW of Pathein, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,93.35,14.847,35.0,2006-02-24 01:37:08.130000+00:00
1141371848610,"36 km NE of Myaydo, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,95.43,19.626,35.0,2006-03-03 07:44:08.610000+00:00
1141658562700,"30 km E of Taungdwingyi, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,95.838,19.973,65.2,2006-03-06 15:22:42.700000+00:00
1142785181660,"50 km ESE of Myaydo, Myanmar",reviewed,0,234,earthquake,3.9, Myanmar,95.685,19.264,21.3,2006-03-19 16:19:41.660000+00:00
1144152271060,"197 km W of Pathein, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,92.888,16.652,25.2,2006-04-04 12:04:31.060000+00:00
1145040569960,"28 km WSW of Thayetmyo, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,94.936,19.222,76.9,2006-04-14 18:49:29.960000+00:00
1146404847720,"86 km W of Minbu, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,94.053,20.067,42.4,2006-04-30 13:47:27.720000+00:00
1148191821380,"195 km W of Pathein, Myanmar",reviewed,0,354,earthquake,4.8, Myanmar,92.933,16.463,30.0,2006-05-21 06:10:21.380000+00:00
1151045996000,"48 km WNW of Sittwe, Myanmar",reviewed,0,340,earthquake,4.7, Myanmar,92.512,20.386,10.0,2006-06-23 06:59:56+00:00
1154044911160,"227 km WSW of Pathein, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,92.796,15.917,10.0,2006-07-28 00:01:51.160000+00:00
1154515318650,"40 km ESE of Myaydo, Myanmar",reviewed,0,340,earthquake,4.7, Myanmar,95.578,19.256,10.0,2006-08-02 10:41:58.650000+00:00
1161828680330,"71 km W of Myanaung, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,94.658,18.162,63.7,2006-10-26 02:11:20.330000+00:00
1167424879350,"70 km ENE of Loikaw, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,97.772,20.021,39.7,2006-12-29 20:41:19.350000+00:00
1168320442740,"18 km SE of Thayetmyo, Myanmar",reviewed,0,369,earthquake,4.9, Myanmar,95.294,19.193,104.4,2007-01-09 05:27:22.740000+00:00
1171648750740,"203 km SSW of Pathein, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,93.749,15.208,10.0,2007-02-16 17:59:10.740000+00:00
1172091021550,"31 km SSE of Tharyarwady, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,95.918,17.395,10.0,2007-02-21 20:50:21.550000+00:00
1176225427210,"86 km ENE of Sittwe, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,93.649,20.476,60.8,2007-04-10 17:17:07.210000+00:00
1176742974730,"19 km W of Yamethin, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,95.955,20.442,23.1,2007-04-16 17:02:54.730000+00:00
1176979395950,"41 km E of Tharyarwady, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,96.174,17.712,10.0,2007-04-19 10:43:15.950000+00:00
1177523365480,"103 km SE of Pyapon, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,96.386,15.649,58.0,2007-04-25 17:49:25.480000+00:00
1177526135370,"100 km SE of Pyapon, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,96.209,15.531,10.0,2007-04-25 18:35:35.370000+00:00
1177565029130,"97 km SSE of Pyapon, Myanmar",reviewed,0,369,earthquake,4.9, Myanmar,96.151,15.529,31.6,2007-04-26 05:23:49.130000+00:00
1177872010160,"81 km WSW of Pathein, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,94.057,16.436,31.5,2007-04-29 18:40:10.160000+00:00
1177885488810,"104 km WSW of Pyay, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,94.312,18.446,56.6,2007-04-29 22:24:48.810000+00:00
1180222062950,"76 km WSW of Pathein, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,94.116,16.431,35.0,2007-05-26 23:27:42.950000+00:00
1185487476320,"267 km SW of Mawlamyinegyunn, Myanmar",reviewed,0,234,earthquake,3.9, Myanmar,93.547,14.624,35.0,2007-07-26 22:04:36.320000+00:00
1185520276200,"55 km W of Yenangyaung, Myanmar",reviewed,0,246,earthquake,4.0, Myanmar,94.348,20.559,10.0,2007-07-27 07:11:16.200000+00:00
1185835325630,"42 km E of Myaydo, Myanmar",reviewed,0,482,earthquake,5.6, Myanmar,95.611,19.311,14.2,2007-07-30 22:42:05.630000+00:00
1188061387800,"268 km SW of Bogale, Myanmar",reviewed,0,416,earthquake,5.2, Myanmar,93.989,14.291,65.2,2007-08-25 17:03:07.800000+00:00
1189071670560,"39 km SSW of Minbu, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,94.694,19.867,83.9,2007-09-06 09:41:10.560000+00:00
1190106110720,"82 km ESE of Sittwe, Myanmar",reviewed,0,400,earthquake,5.1, Myanmar,93.666,19.973,32.2,2007-09-18 09:01:50.720000+00:00
1190680450830,"54 km W of Yenangyaung, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,94.348,20.472,73.4,2007-09-25 00:34:10.830000+00:00
1191778055290,"37 km SE of Taungdwingyi, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,95.767,19.736,35.0,2007-10-07 17:27:35.290000+00:00
1191996022080,"29 km NNE of Myaydo, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,95.365,19.589,72.0,2007-10-10 06:00:22.080000+00:00
1192918988730,"106 km WSW of Myanaung, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,94.341,18.061,36.4,2007-10-20 22:23:08.730000+00:00
1194542971780,"289 km SSW of Pathein, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,93.262,14.581,35.0,2007-11-08 17:29:31.780000+00:00
1196601685170,"95 km NE of Sittwe, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,93.51,20.792,35.0,2007-12-02 13:21:25.170000+00:00
1199214696770,"281 km SW of Pathein, Myanmar",reviewed,0,340,earthquake,4.7, Myanmar,93.075,14.805,10.0,2008-01-01 19:11:36.770000+00:00
1199434342990,"238 km SSW of Mawlamyinegyunn, Myanmar",reviewed,0,246,earthquake,4.0, Myanmar,94.111,14.54,35.0,2008-01-04 08:12:22.990000+00:00
1200052332950,"70 km NNE of Sittwe, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,93.146,20.739,35.0,2008-01-11 11:52:12.950000+00:00
1201931989190,"29 km S of Myanaung, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,95.286,18.018,73.7,2008-02-02 05:59:49.190000+00:00
1202045040490,"24 km NW of Myaydo, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,95.086,19.55,78.1,2008-02-03 13:24:00.490000+00:00
1202093655630,"57 km ENE of Sittwe, Myanmar",reviewed,0,234,earthquake,3.9, Myanmar,93.405,20.353,35.0,2008-02-04 02:54:15.630000+00:00
1202175074570,"54 km SW of Nay Pyi Taw, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,95.794,19.364,40.4,2008-02-05 01:31:14.570000+00:00
1202180535260,"41 km ESE of Myaydo, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,95.571,19.203,76.7,2008-02-05 03:02:15.260000+00:00
1204400312400,"86 km WNW of Thayetmyo, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,94.377,19.502,71.4,2008-03-01 19:38:32.400000+00:00
1204400312400,"86 km WNW of Thayetmyo, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,94.377,19.502,71.4,2008-03-01 19:38:32.400000+00:00
1205410963680,"50 km E of Myaydo, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,95.693,19.308,15.5,2008-03-13 12:22:43.680000+00:00
1209847460590,"265 km SW of Mawlamyinegyunn, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,93.715,14.512,36.1,2008-05-03 20:44:20.590000+00:00
1211073468990,"24 km NW of Pyu, Myanmar",reviewed,0,246,earthquake,4.0, Myanmar,96.242,18.606,10.0,2008-05-18 01:17:48.990000+00:00
1220792070710,"92 km SW of Mawlamyinegyunn, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,94.683,15.758,35.0,2008-09-07 12:54:30.710000+00:00
1222090238180,"88 km SSE of Pyapon, Myanmar",reviewed,0,416,earthquake,5.2, Myanmar,96.081,15.583,35.0,2008-09-22 13:30:38.180000+00:00
1222107188010,"85 km SE of Pyapon, Myanmar",reviewed,0,246,earthquake,4.0, Myanmar,96.177,15.681,35.0,2008-09-22 18:13:08.010000+00:00
1224179633430,"73 km SE of Pyapon, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,96.145,15.798,35.0,2008-10-16 17:53:53.430000+00:00
1225369355860,"72 km S of Pathein, Myanmar",reviewed,0,369,earthquake,4.9, Myanmar,94.632,16.129,28.5,2008-10-30 12:22:35.860000+00:00
1226369925760,Myanmar,reviewed,0,259,earthquake,4.1,Myanmar,95.221,19.323,35.0,2008-11-11 02:18:45.760000+00:00
1226369958380,"31 km E of Myaydo, Myanmar",reviewed,0,340,earthquake,4.7, Myanmar,95.512,19.367,83.1,2008-11-11 02:19:18.380000+00:00
1229117126560,"94 km W of Myanaung, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,94.423,18.304,35.0,2008-12-12 21:25:26.560000+00:00
1230129824870,"62 km SW of Minbu, Myanmar",reviewed,0,0,earthquake,0.0, Myanmar,94.469,19.77,55.2,2008-12-24 14:43:44.870000+00:00
1232098309660,"30 km SE of Magway, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,95.166,19.983,109.3,2009-01-16 09:31:49.660000+00:00
1232502144650,"80 km SSE of Pyapon, Myanmar",reviewed,0,385,earthquake,5.0, Myanmar,96.038,15.646,35.0,2009-01-21 01:42:24.650000+00:00
1234302981130,"91 km SE of Pyapon, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,96.171,15.604,34.3,2009-02-10 21:56:21.130000+00:00
1235997394990,"77 km SSE of Pyapon, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,95.94,15.637,10.0,2009-03-02 12:36:34.990000+00:00
1235997394990,"77 km SSE of Pyapon, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,95.94,15.637,10.0,2009-03-02 12:36:34.990000+00:00
1235998537870,"70 km SSE of Pyapon, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,96.013,15.735,10.0,2009-03-02 12:55:37.870000+00:00
1235998537870,"70 km SSE of Pyapon, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,96.013,15.735,10.0,2009-03-02 12:55:37.870000+00:00
1236268192780,"85 km SSE of Pyapon, Myanmar",reviewed,0,400,earthquake,5.1, Myanmar,95.993,15.577,7.9,2009-03-05 15:49:52.780000+00:00
1236285110570,"90 km SSE of Pyapon, Myanmar",reviewed,0,312,earthquake,4.5, Myanmar,96.06,15.56,35.0,2009-03-05 20:31:50.570000+00:00
1236349176780,"77 km SSE of Pyapon, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,96.015,15.663,25.0,2009-03-06 14:19:36.780000+00:00
1248298547190,"80 km ESE of Sittwe, Myanmar",reviewed,0,259,earthquake,4.1, Myanmar,93.619,19.883,35.0,2009-07-22 21:35:47.190000+00:00
1251600064030,"124 km W of Myanaung, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,94.141,18.229,13.7,2009-08-30 02:41:04.030000+00:00
1252120749510,"137 km SW of Pathein, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,93.671,16.081,10.0,2009-09-05 03:19:09.510000+00:00
1253561922330,"10 km SW of Yenangyaung, Myanmar",reviewed,0,502,earthquake,5.7, Myanmar,94.793,20.404,84.2,2009-09-21 19:38:42.330000+00:00
1256026804670,"23 km NNW of Twante, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,95.817,16.893,10.0,2009-10-20 08:20:04.670000+00:00
1263859388610,"19 km S of Chauk, Myanmar",reviewed,0,326,earthquake,4.6, Myanmar,94.809,20.719,99.7,2010-01-19 00:03:08.610000+00:00
1267902680330,"31 km WNW of Nay Pyi Taw, Myanmar",reviewed,0,298,earthquake,4.4, Myanmar,95.843,19.841,33.4,2010-03-06 19:11:20.330000+00:00
1268470411770,"157 km SSE of Pyapon, Myanmar",reviewed,0,340,earthquake,4.7, Myanmar,96.321,15.007,35.0,2010-03-13 08:53:31.770000+00:00
1276831236770,"10 km NNW of Pathein, Myanmar",reviewed,0,246,earthquake,4.0, Myanmar,94.694,16.863,10.0,2010-06-18 03:20:36.770000+00:00
1277631831360,"253 km S of Bogale, Myanmar",reviewed,0,385,earthquake,5.0, Myanmar,95.347,14.002,34.8,2010-06-27 09:43:51.360000+00:00
1277635907720,"272 km WSW of Dawei, Myanmar",reviewed,0,385,earthquake,5.0, Myanmar,95.768,13.417,39.6,2010-06-27 10:51:47.720000+00:00
