yangon_tower_id,distance_to_grouped_site_m,radio,MCC,MNC,TAC,CID,LON,LAT,RANGE,averageSignal,Network,adm3_name
2442,0.0,UMTS,414,1,351,2987046,96.082992553711,16.867446899414,1000,0,MPT,Hlaingtharya (East)
6091,0.0,UMTS,414,1,7001,2990544,96.17363,16.784706,1000,0,MPT,Mingalartaungnyunt
6107,0.0,UMTS,414,1,7001,2990553,96.173629760742,16.785049438477,1000,0,MPT,Mingalartaungnyunt
1782,0.0,UMTS,414,1,7001,3004728,96.192855834961,16.778182983398,1000,0,MPT,Dawbon
1782,0.0,UMTS,414,1,7001,3004730,96.192855834961,16.778182983398,1000,0,MPT,Dawbon
1782,0.0,UMTS,414,1,7001,3004732,96.192855834961,16.778182983398,1000,0,MPT,Dawbon
1782,0.0,UMTS,414,1,7001,3004734,96.192855834961,16.778182983398,1000,0,MPT,Dawbon
4083,0.0,UMTS,414,1,7001,3016888,96.159896850586,16.77131652832,1000,0,MPT,Kyauktada
4083,0.0,UMTS,414,1,7001,3016891,96.159896850586,16.77131652832,1000,0,MPT,Kyauktada
6646,0.0,UMTS,414,1,7001,3016976,96.154403686523,16.779556274414,1000,0,MPT,Pabedan
6651,0.0,UMTS,414,1,7001,3016979,96.15852355957,16.779556274414,1000,0,MPT,Pabedan
6160,0.0,UMTS,414,1,7001,3039800,96.165390014648,16.787796020508,1000,0,MPT,Mingalartaungnyunt
8119,0.0,UMTS,414,1,7002,591908,96.201095581055,16.830368041992,1000,0,MPT,Thingangyun
8119,0.0,UMTS,414,1,7002,591905,96.201095581055,16.830368041992,1000,0,MPT,Thingangyun
7434,0.0,UMTS,414,1,7001,133400,96.180496,16.804962,1000,0,MPT,Tamwe
7440,0.0,UMTS,414,1,7001,133397,96.18049621582,16.805648803711,1000,0,MPT,Tamwe
2068,0.0,UMTS,414,1,351,2041813,96.117324829102,16.845474243164,1000,0,MPT,Hlaing
2532,0.0,UMTS,414,1,351,2042864,96.023941040039,16.871566772461,1000,0,MPT,Hlaingtharya (West)
2536,0.0,UMTS,414,1,351,2042861,96.023941040039,16.872940063477,1000,0,MPT,Hlaingtharya (West)
2068,0.0,UMTS,414,1,351,2041807,96.117324829102,16.845474243164,1000,0,MPT,Hlaing
