radio,MCC,MNC,TAC,CID,LON,LAT,RANGE,averageSignal,Network,adm3_name
UMTS,414,1,364,2995345,96.157150268555,16.853713989258,1000,0,MPT,Mayangone
UMTS,414,1,364,2998255,96.157150268555,16.848220825195,1000,0,MPT,Mayangone
UMTS,414,1,356,2788190,96.165390014648,16.774063110352,1000,0,MPT,Botahtaung
UMTS,414,1,358,2899341,96.131058,16.896744,1000,0,MPT,Mingaladon
UMTS,414,1,365,2996326,96.155776977539,16.830368041992,1000,0,MPT,Yankin
UMTS,414,1,358,2893749,96.144790649414,16.867446899414,1000,0,MPT,Mayangone
UMTS,414,1,356,2799396,96.166763305664,16.782302856445,1000,0,MPT,Mingalartaungnyunt
UMTS,414,1,356,2767805,96.16813659668,16.789169311523,1000,0,MPT,Mingalartaungnyunt
UMTS,414,1,356,2788189,96.165390014648,16.775436401367,1000,0,MPT,Botahtaung
UMTS,414,1,357,2767323,96.155776977539,16.804275512695,1000,0,MPT,Bahan
GSM,414,1,314,14701,96.231307983398,17.094039916992,1000,0,MPT,Hlegu
GSM,414,1,314,14263,96.231307983398,17.094039916992,1000,0,MPT,Hlegu
GSM,414,1,314,13141,96.231307983398,17.094039916992,1000,0,MPT,Hlegu
GSM,414,1,314,14302,96.231307983398,17.094039916992,1000,0,MPT,Hlegu
GSM,414,1,314,14702,96.231307983398,17.094039916992,1000,0,MPT,Hlegu
GSM,414,1,314,14323,96.231307983398,17.094039916992,1000,0,MPT,Hlegu
GSM,414,1,314,14233,96.231307983398,17.094039916992,1000,0,MPT,Hlegu
UMTS,414,1,358,2899382,96.129684448242,16.871566772461,1000,0,MPT,Mayangone
UMTS,414,1,358,2930523,96.126938,16.875,1000,0,MPT,Mayangone
UMTS,414,1,358,2899381,96.129684448242,16.871566772461,1000,0,MPT,Mayangone
UMTS,414,1,365,2970965,96.176376342773,16.809768676758,1000,0,MPT,Tamwe
UMTS,414,1,365,2965167,96.176376342773,16.809768676758,1000,0,MPT,Tamwe
UMTS,414,1,356,2806095,96.183242797852,16.778182983398,1000,0,MPT,Dawbon
UMTS,414,1,366,2961817,96.194229125977,16.800155639648,1000,0,MPT,Dawbon
UMTS,414,1,366,2961812,96.195602416992,16.801528930664,1000,0,MPT,Dawbon
UMTS,414,1,356,2767773,96.183242797852,16.778182983398,1000,0,MPT,Dawbon
UMTS,414,1,366,2970972,96.195602416992,16.801528930664,1000,0,MPT,Dawbon
UMTS,414,1,365,2965161,96.176376342773,16.809768676758,1000,0,MPT,Tamwe
UMTS,414,1,356,2771704,96.183242797852,16.778182983398,1000,0,MPT,Dawbon
UMTS,414,1,365,2966143,96.192855834961,16.81526184082,1000,0,MPT,Thingangyun
GSM,414,1,310,16242,96.165390014648,16.841354370117,1000,0,MPT,Yankin
GSM,414,1,310,16241,96.165390014648,16.841354370117,1000,0,MPT,Yankin
GSM,414,1,310,16843,96.176376342773,16.820755004883,1000,0,MPT,Tamwe
GSM,414,1,310,53111,96.165390014648,16.844100952148,1000,0,MPT,Yankin
GSM,414,1,313,10482,96.133804321289,16.901779174805,1000,0,MPT,Mingaladon
GSM,414,1,310,53112,96.165390014648,16.844100952148,1000,0,MPT,Yankin
GSM,414,1,310,16243,96.164016723633,16.841354370117,1000,0,MPT,Yankin
GSM,414,1,310,18833,96.154403686523,16.827621459961,1000,0,MPT,Bahan
GSM,414,1,313,12731,96.139984,16.87294,1000,0,MPT,Mayangone
GSM,414,1,313,12732,96.140670776367,16.871566772461,1000,0,MPT,Mayangone
GSM,414,1,310,16103,96.165390014648,16.839981079102,1000,0,MPT,Yankin
GSM,414,1,313,12733,96.139984,16.87294,1000,0,MPT,Mayangone
GSM,414,1,313,11023,96.140670776367,16.871566772461,1000,0,MPT,Mayangone
UMTS,414,1,366,2965488,96.195602416992,16.80290222168,1000,0,MPT,Dawbon
UMTS,414,1,366,2966517,96.191482543945,16.81526184082,1000,0,MPT,Thingangyun
UMTS,414,1,366,2966512,96.191482543945,16.81526184082,1000,0,MPT,Thingangyun
UMTS,414,1,365,2971065,96.181869506836,16.822128295898,1000,0,MPT,Thingangyun
UMTS,414,1,364,3003236,96.151657104492,16.850967407227,1000,0,MPT,Mayangone
UMTS,414,1,365,2996864,96.164016723633,16.828994750977,1000,0,MPT,Yankin
UMTS,414,1,356,2769371,96.155776977539,16.772689819336,1000,0,MPT,Pabedan
UMTS,414,1,356,2769933,96.161270141602,16.782302856445,1000,0,MPT,Mingalartaungnyunt
UMTS,414,1,363,2894227,96.110458374023,16.855087280273,1000,0,MPT,Hlaing
UMTS,414,1,356,2769935,96.161270141602,16.782302856445,1000,0,MPT,Mingalartaungnyunt
UMTS,414,1,357,2767276,96.131057739258,16.826248168945,1000,0,MPT,Kamaryut
UMTS,414,1,357,2768138,96.126937866211,16.816635131836,1000,0,MPT,Sanchaung
UMTS,414,1,358,2947508,96.13655090332,16.901779174805,1000,0,MPT,Mingaladon
UMTS,414,1,360,2902362,96.147537231445,16.97868347168,1000,0,MPT,Mingaladon
UMTS,414,1,360,2896078,96.144790649414,17.004776000977,1000,0,MPT,Mingaladon
UMTS,414,1,365,2966446,96.154403686523,16.827621459961,1000,0,MPT,Bahan
UMTS,414,1,357,2765055,96.129684448242,16.82487487793,1000,0,MPT,Kamaryut
UMTS,414,1,360,2937872,96.147537231445,16.97868347168,1000,0,MPT,Mingaladon
UMTS,414,1,357,2770144,96.121444702148,16.830368041992,1000,0,MPT,Kamaryut
UMTS,414,1,357,2768134,96.126937866211,16.81526184082,1000,0,MPT,Sanchaung
UMTS,414,1,356,2816330,96.161270141602,16.782302856445,1000,0,MPT,Mingalartaungnyunt
UMTS,414,1,357,2769953,96.122817993164,16.827621459961,1000,0,MPT,Kamaryut
UMTS,414,1,358,2894518,96.132431030273,16.867446899414,1000,0,MPT,Mayangone
UMTS,414,1,363,2894225,96.110458374023,16.855087280273,1000,0,MPT,Hlaing
UMTS,414,1,356,2807506,96.15852355957,16.782302856445,1000,0,MPT,Dagon
UMTS,414,1,360,2903080,96.215515,17.338486,1000,0,MPT,Hlegu
UMTS,414,1,363,2893743,96.121444702148,16.857833862305,1000,0,MPT,Hlaing
UMTS,414,1,356,2807511,96.155776977539,16.778182983398,1000,0,MPT,Pabedan
UMTS,414,1,357,2762710,96.113204956055,16.839981079102,1000,0,MPT,Hlaing
UMTS,414,1,357,2771294,96.13655090332,16.805648803711,1000,0,MPT,Sanchaung
UMTS,414,1,357,2816275,96.13655090332,16.804275512695,1000,0,MPT,Sanchaung
UMTS,414,1,356,2816311,96.154403686523,16.772689819336,1000,0,MPT,Pabedan
UMTS,414,1,363,2904891,96.120071411133,16.857833862305,1000,0,MPT,Hlaing
UMTS,414,1,357,2799777,96.129684448242,16.808395385742,1000,0,MPT,Sanchaung
UMTS,414,1,360,2895628,96.144790649414,17.002029418945,1000,0,MPT,Mingaladon
UMTS,414,1,360,2895818,96.214142,17.336426,1000,0,MPT,Hlegu
UMTS,414,1,356,2807509,96.15852355957,16.782302856445,1000,0,MPT,Dagon
GSM,414,1,312,19962,96.24641418457,16.767196655273,1000,0,MPT,Thanlyin
LTE,414,1,41317,33334283,96.165390014648,16.774063110352,1000,0,MPT,Botahtaung
UMTS,414,1,356,2768239,96.143417358398,16.804275512695,1000,0,MPT,Bahan
UMTS,414,1,356,2788001,96.165390014648,16.77131652832,1000,0,MPT,Botahtaung
UMTS,414,1,356,2770347,96.137924194336,16.818008422852,1000,0,MPT,Kamaryut
UMTS,414,1,358,2932188,96.139297485352,16.874313354492,1000,0,MPT,Mayangone
UMTS,414,1,356,2788350,96.166763305664,16.774063110352,1000,0,MPT,Botahtaung
UMTS,414,1,357,2770631,96.155776977539,16.796035766602,1000,0,MPT,Bahan
UMTS,414,1,358,2899335,96.129684448242,16.896286010742,1000,0,MPT,Mingaladon
UMTS,414,1,358,2928973,96.139297485352,16.901779174805,1000,0,MPT,Mingaladon
UMTS,414,1,356,2768097,96.139297485352,16.816635131836,1000,0,MPT,Kamaryut
UMTS,414,1,356,2770350,96.137924194336,16.818008422852,1000,0,MPT,Kamaryut
UMTS,414,1,358,2893753,96.142044067383,16.867446899414,1000,0,MPT,Mayangone
UMTS,414,1,356,2764466,96.13655090332,16.84684753418,1000,0,MPT,Hlaing
UMTS,414,1,365,2963565,96.157150268555,16.855087280273,1000,0,MPT,Mayangone
UMTS,414,1,356,2807057,96.14616394043,16.797409057617,1000,0,MPT,Dagon
UMTS,414,1,356,2770920,96.166763305664,16.775436401367,1000,0,MPT,Botahtaung
UMTS,414,1,357,2799368,96.133804321289,16.813888549805,1000,0,MPT,Kamaryut
UMTS,414,1,356,2766363,96.135177612305,16.838607788086,1000,0,MPT,Mayangone
UMTS,414,1,356,2769783,96.139297485352,16.81526184082,1000,0,MPT,Kamaryut
UMTS,414,1,356,2769338,96.162643432617,16.790542602539,1000,0,MPT,Mingalartaungnyunt
UMTS,414,1,356,2798797,96.164016723633,16.786422729492,1000,0,MPT,Mingalartaungnyunt
GSM,414,1,313,12452,96.131057739258,16.896286010742,1000,0,MPT,Mingaladon
UMTS,414,1,364,2963565,96.151657104492,16.850967407227,1000,0,MPT,Mayangone
UMTS,414,1,356,2799437,96.153030395508,16.779556274414,1000,0,MPT,Latha
UMTS,414,1,357,2769065,96.153030395508,16.779556274414,1000,0,MPT,Latha
GSM,414,1,304,16901,96.129684448242,16.81526184082,1000,0,MPT,Kamaryut
UMTS,414,1,365,2965164,96.175003051758,16.811141967773,1000,0,MPT,Tamwe
UMTS,414,1,357,2773093,96.129684448242,16.81526184082,1000,0,MPT,Kamaryut
UMTS,414,1,357,2765988,96.121444702148,16.790542602539,1000,0,MPT,Ahlone
UMTS,414,1,356,2768870,96.166763305664,16.77131652832,1000,0,MPT,Botahtaung
UMTS,414,1,356,2787981,96.170883178711,16.774063110352,1000,0,MPT,Pazundaung
UMTS,414,1,357,2800078,96.122817993164,16.790542602539,1000,0,MPT,Ahlone
UMTS,414,1,357,2802177,96.121444702148,16.791915893555,1000,0,MPT,Ahlone
UMTS,414,1,357,2800077,96.122817993164,16.790542602539,1000,0,MPT,Ahlone
UMTS,414,1,356,2816269,96.165390014648,16.772689819336,1000,0,MPT,Botahtaung
UMTS,414,1,356,2816310,96.161270141602,16.769943237305,1000,0,MPT,Kyauktada
UMTS,414,1,356,2816263,96.165390014648,16.772689819336,1000,0,MPT,Botahtaung
UMTS,414,1,357,2798361,96.121444702148,16.791915893555,1000,0,MPT,Ahlone
UMTS,414,1,357,2770251,96.122817993164,16.791915893555,1000,0,MPT,Ahlone
UMTS,414,1,357,2806143,96.122817993164,16.790542602539,1000,0,MPT,Ahlone
UMTS,414,1,357,2775301,96.122817993164,16.791915893555,1000,0,MPT,Ahlone
UMTS,414,1,357,2798360,96.12419128418,16.785049438477,1000,0,MPT,Ahlone
UMTS,414,1,357,2806145,96.121444702148,16.791915893555,1000,0,MPT,Ahlone
UMTS,414,1,357,2765985,96.121444702148,16.791915893555,1000,0,MPT,Ahlone
UMTS,414,1,357,2806148,96.121444702148,16.790542602539,1000,0,MPT,Ahlone
GSM,414,1,314,14652,96.183242797852,17.109146118164,1000,0,MPT,Hlegu
GSM,414,1,314,14651,96.181869506836,17.106399536133,1000,0,MPT,Hlegu
GSM,414,1,314,13142,96.183242797852,17.109146118164,1000,0,MPT,Hlegu
GSM,414,1,314,14653,96.183242797852,17.109146118164,1000,0,MPT,Hlegu
UMTS,414,1,357,2774566,96.126937866211,16.82487487793,1000,0,MPT,Kamaryut
UMTS,414,1,357,2791813,96.132431030273,16.818008422852,1000,0,MPT,Kamaryut
UMTS,414,1,358,2897641,96.132431030273,16.92512512207,1000,0,MPT,Mingaladon
UMTS,414,1,360,2895807,96.192856,17.122192,1000,0,MPT,Hlegu
UMTS,414,1,360,2903077,96.213455,17.335739,1000,0,MPT,Hlegu
UMTS,414,1,364,3003238,96.150283813477,16.850967407227,1000,0,MPT,Mayangone
UMTS,414,1,365,2963275,96.154403686523,16.82487487793,1000,0,MPT,Bahan
UMTS,414,1,357,2773096,96.129684,16.815948,1000,0,MPT,Kamaryut
UMTS,414,1,358,2899391,96.133804,16.916199,1000,0,MPT,Mingaladon
UMTS,414,1,365,3003238,96.157150268555,16.845474243164,1000,0,MPT,Yankin
UMTS,414,1,365,2967139,96.159896850586,16.834487915039,1000,0,MPT,Yankin
UMTS,414,1,360,2898192,96.195602,17.144165,1000,0,MPT,Hlegu
UMTS,414,1,358,2897612,96.131057739258,16.927871704102,1000,0,MPT,Mingaladon
UMTS,414,1,357,2769101,96.131057739258,16.826248168945,1000,0,MPT,Kamaryut
UMTS,414,1,360,2902706,96.187362670898,17.114639282227,1000,0,MPT,Hlegu
UMTS,414,1,364,2965924,96.155776977539,16.860580444336,1000,0,MPT,Mayangone
UMTS,414,1,365,2967133,96.159896850586,16.834487915039,1000,0,MPT,Yankin
UMTS,414,1,365,2963272,96.154403686523,16.823501586914,1000,0,MPT,Bahan
UMTS,414,1,362,2884848,96.082992553711,16.848220825195,1000,0,MPT,Hlaingtharya (East)
UMTS,414,1,362,2884849,96.082992553711,16.848220825195,1000,0,MPT,Hlaingtharya (East)
UMTS,414,1,362,2893833,96.082992553711,16.848220825195,1000,0,MPT,Hlaingtharya (East)
UMTS,414,1,356,2768189,96.148910522461,16.779556274414,1000,0,MPT,Latha
UMTS,414,1,356,2767163,96.142044067383,16.778182983398,1000,0,MPT,Lanmadaw
UMTS,414,1,356,2768206,96.142044067383,16.778182983398,1000,0,MPT,Lanmadaw
UMTS,414,1,356,2767164,96.142044067383,16.778182983398,1000,0,MPT,Lanmadaw
UMTS,414,1,357,2769097,96.133804321289,16.82487487793,1000,0,MPT,Kamaryut
UMTS,414,1,358,2896578,96.139297485352,16.875686645508,1000,0,MPT,Mayangone
UMTS,414,1,358,2959146,96.137924194336,16.853713989258,1000,0,MPT,Hlaing
UMTS,414,1,357,2771743,96.12419128418,16.81526184082,1000,0,MPT,Kyeemyindaing
UMTS,414,1,358,2896581,96.137924194336,16.875686645508,1000,0,MPT,Mayangone
UMTS,414,1,357,2817027,96.12419128418,16.81526184082,1000,0,MPT,Kyeemyindaing
UMTS,414,1,357,2767559,96.125564575195,16.811141967773,1000,0,MPT,Kyeemyindaing
UMTS,414,1,357,2773099,96.129684448242,16.81526184082,1000,0,MPT,Kamaryut
UMTS,414,1,357,2963275,96.151657104492,16.82487487793,1000,0,MPT,Bahan
UMTS,414,1,358,2897206,96.131057739258,16.930618286133,1000,0,MPT,Mingaladon
UMTS,414,1,358,2936323,96.133804321289,16.88117980957,1000,0,MPT,Mayangone
UMTS,414,1,357,2768101,96.135177612305,16.819381713867,1000,0,MPT,Kamaryut
UMTS,414,1,357,2768918,96.142044067383,16.789169311523,1000,0,MPT,Dagon
UMTS,414,1,357,2817024,96.12419128418,16.816635131836,1000,0,MPT,Kyeemyindaing
UMTS,414,1,358,2766369,96.137924194336,16.878433227539,1000,0,MPT,Mayangone
UMTS,414,1,358,2893901,96.120071411133,16.89079284668,1000,0,MPT,Insein
UMTS,414,1,358,2947510,96.131057739258,16.910018920898,1000,0,MPT,Mingaladon
UMTS,414,1,357,2896575,96.139297485352,16.874313354492,1000,0,MPT,Mayangone
UMTS,414,1,357,2807235,96.139297485352,16.826248168945,1000,0,MPT,Kamaryut
UMTS,414,1,357,2766364,96.132431030273,16.831741333008,1000,0,MPT,Kamaryut
UMTS,414,1,358,2932189,96.140670776367,16.870193481445,1000,0,MPT,Mayangone
UMTS,414,1,357,2771311,96.129684448242,16.81526184082,1000,0,MPT,Kamaryut
UMTS,414,1,357,2771683,96.12419128418,16.816635131836,1000,0,MPT,Kyeemyindaing
UMTS,414,1,358,2897635,96.133804321289,16.923751831055,1000,0,MPT,Mingaladon
UMTS,414,1,358,2897639,96.132431030273,16.926498413086,1000,0,MPT,Mingaladon
UMTS,414,1,358,2897606,96.131057739258,16.927871704102,1000,0,MPT,Mingaladon
UMTS,414,1,358,2899385,96.133804321289,16.922378540039,1000,0,MPT,Mingaladon
UMTS,414,1,358,2897638,96.133804321289,16.92512512207,1000,0,MPT,Mingaladon
UMTS,414,1,358,2893746,96.150283813477,16.867446899414,1000,0,MPT,Mayangone
UMTS,414,1,358,2893895,96.120071411133,16.892166137695,1000,0,MPT,Insein
UMTS,414,1,357,2816278,96.13655090332,16.804275512695,1000,0,MPT,Sanchaung
UMTS,414,1,358,2897209,96.132431030273,16.931991577148,1000,0,MPT,Mingaladon
UMTS,414,1,357,2774420,96.125564575195,16.805648803711,1000,0,MPT,Kyeemyindaing
UMTS,414,1,357,2771685,96.12419128418,16.81526184082,1000,0,MPT,Kyeemyindaing
UMTS,414,1,358,2897099,96.129684448242,16.911392211914,1000,0,MPT,Mingaladon
UMTS,414,1,360,2937950,96.179122924805,17.103652954102,1000,0,MPT,Hlegu
UMTS,414,1,360,2899547,96.131057739258,17.03498840332,1000,0,MPT,Mingaladon
UMTS,414,1,360,2899546,96.132431030273,17.030868530273,1000,0,MPT,Mingaladon
UMTS,414,1,360,2894248,96.195602416992,17.137985229492,1000,0,MPT,Hlegu
UMTS,414,1,360,2898572,96.140670776367,17.047348022461,1000,0,MPT,Mingaladon
UMTS,414,1,360,2899541,96.132431030273,17.040481567383,1000,0,MPT,Mingaladon
UMTS,414,1,357,2806153,96.128311157227,16.82487487793,1000,0,MPT,Kamaryut
UMTS,414,1,365,2962612,96.175481,16.820503,1000,0,MPT,Tamwe
UMTS,414,1,360,2938447,96.131057739258,17.036361694336,1000,0,MPT,Mingaladon
UMTS,414,1,360,2894635,96.157150268555,17.058334350586,1000,0,MPT,Mingaladon
UMTS,414,1,360,2894333,96.126937866211,16.952590942383,1000,0,MPT,Mingaladon
UMTS,414,1,360,2894821,96.133804321289,17.041854858398,1000,0,MPT,Mingaladon
UMTS,414,1,360,2895810,96.191482543945,17.121505737305,1000,0,MPT,Hlegu
UMTS,414,1,360,2948552,96.221694946289,17.30827331543,1000,0,MPT,Hlegu
UMTS,414,1,360,2895813,96.191482543945,17.120132446289,1000,0,MPT,Hlegu
UMTS,414,1,360,2898165,96.229934692383,17.239608764648,1000,0,MPT,Hlegu
UMTS,414,1,360,2898187,96.207962036133,17.223129272461,1000,0,MPT,Hlegu
UMTS,414,1,360,2893765,96.131057739258,16.936111450195,1000,0,MPT,Mingaladon
UMTS,414,1,360,2898569,96.142044067383,17.048721313477,1000,0,MPT,Mingaladon
UMTS,414,1,360,2895885,96.126937866211,16.982803344727,1000,0,MPT,Mingaladon
UMTS,414,1,364,2806016,96.137924194336,16.853713989258,1000,0,MPT,Hlaing
UMTS,414,1,364,2963593,96.155776977539,16.861953735352,1000,0,MPT,Mayangone
UMTS,414,1,360,2897206,96.126937866211,16.985549926758,1000,0,MPT,Mingaladon
UMTS,414,1,360,2902712,96.187362670898,17.116012573242,1000,0,MPT,Hlegu
UMTS,414,1,360,2894251,96.195602416992,17.139358520508,1000,0,MPT,Hlegu
UMTS,414,1,360,2899535,96.132431030273,17.03498840332,1000,0,MPT,Mingaladon
UMTS,414,1,365,2965961,96.176376342773,16.819381713867,1000,0,MPT,Tamwe
UMTS,414,1,365,2962618,96.175003051758,16.820755004883,1000,0,MPT,Tamwe
UMTS,414,1,365,2965023,96.157150268555,16.842727661133,1000,0,MPT,Yankin
UMTS,414,1,365,2966601,96.162264,16.822067,1000,0,MPT,Bahan
UMTS,414,1,365,3003235,96.157150268555,16.844100952148,1000,0,MPT,Yankin
UMTS,414,1,365,2965921,96.157150268555,16.842727661133,1000,0,MPT,Yankin
UMTS,414,1,365,2966606,96.154403686523,16.823501586914,1000,0,MPT,Bahan
UMTS,414,1,365,2966609,96.155776977539,16.823501586914,1000,0,MPT,Bahan
UMTS,414,1,365,2963293,96.175003051758,16.816635131836,1000,0,MPT,Tamwe
UMTS,414,1,365,3013006,96.157150268555,16.842727661133,1000,0,MPT,Yankin
UMTS,414,1,365,2963449,96.175003051758,16.813888549805,1000,0,MPT,Tamwe
UMTS,414,1,365,2965026,96.157150268555,16.844100952148,1000,0,MPT,Yankin
GSM,414,1,304,10982,96.13655090332,16.848220825195,1000,0,MPT,Hlaing
UMTS,414,1,356,2788141,96.14616394043,16.776809692383,1000,0,MPT,Lanmadaw
UMTS,414,1,365,2996036,96.164016723633,16.828994750977,1000,0,MPT,Yankin
UMTS,414,1,365,2950703,96.172256469727,16.818008422852,1000,0,MPT,Tamwe
UMTS,414,1,362,2948063,96.069259643555,16.894912719727,1000,0,MPT,Hlaingtharya (East)
GSM,414,1,306,11413,96.071182,16.882711,1000,0,MPT,Hlaingtharya (East)
LTE,414,1,41323,33597197,96.12603,16.889624,1000,0,MPT,Insein
LTE,414,1,41323,33597195,96.12603,16.889624,1000,0,MPT,Insein
LTE,414,1,41308,33649421,96.162987,16.822828,1000,0,MPT,Bahan
LTE,414,1,41320,33614603,96.159851,16.821842,1000,0,MPT,Bahan
LTE,414,1,41320,33343244,96.159851,16.821842,1000,0,MPT,Bahan
LTE,414,1,41320,33614605,96.159851,16.821842,1000,0,MPT,Bahan
LTE,414,1,41320,33343243,96.159851,16.821842,1000,0,MPT,Bahan
LTE,414,1,41320,33338380,96.155487,16.817478,1000,0,MPT,Bahan
LTE,414,1,41320,33338379,96.155464,16.817272,1000,0,MPT,Bahan
UMTS,414,1,367,2970657,96.265689,16.824763,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,367,2970658,96.265807,16.824808,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,367,2969622,96.264895,16.825074,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,367,2970652,96.26351,16.82556,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,366,2970657,96.265851,16.825194,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,367,2969184,96.265741,16.8247,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,367,2970651,96.264992,16.825262,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,367,2969625,96.265978,16.824982,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,367,2970654,96.265525,16.825118,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,366,2969622,96.265878,16.824799,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,366,2969628,96.265832,16.825096,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,366,2961919,96.231618,16.817869,4636,0,MPT,Dagon Myothit (South)
GSM,414,1,306,10402,96.089158,16.836512,1000,0,MPT,Hlaingtharya (East)
UMTS,414,1,358,2905672,96.16745,16.903072,1000,0,MPT,North Okkalapa
UMTS,414,1,358,2893896,96.073692,16.879824,1000,0,MPT,Hlaingtharya (East)
UMTS,414,1,364,2959959,96.178719,16.886576,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,358,2893795,96.168076,16.904024,1000,0,MPT,North Okkalapa
UMTS,414,1,358,2895581,96.199387,16.8999,1000,0,MPT,Dagon Myothit (East)
UMTS,414,1,364,2959953,96.17408,16.896997,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,358,2893810,96.152244,16.905305,1197,0,MPT,North Okkalapa
UMTS,414,1,358,2895645,96.19397,16.894194,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,358,2960108,96.19397,16.894194,1000,0,MPT,Dagon Myothit (North)
UMTS,414,1,366,3013602,96.231504,16.82491,1000,0,MPT,Dagon Myothit (South)
UMTS,414,1,366,2970651,96.266127,16.824637,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,367,3001744,96.266121,16.824633,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,367,2963229,96.266121,16.824633,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,367,2995654,96.266121,16.824633,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,367,2969628,96.266121,16.824633,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,366,2969625,96.266073,16.824786,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,366,2970654,96.266121,16.824633,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,366,2969181,96.266121,16.824633,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,366,2970658,96.266121,16.824633,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,362,2904922,96.072813,16.861568,1000,0,MPT,Hlaingtharya (East)
UMTS,414,1,362,2904919,96.072592,16.859868,1000,0,MPT,Hlaingtharya (East)
UMTS,414,1,365,2966185,96.161018,16.821789,1790,0,MPT,Bahan
UMTS,414,1,365,3002783,96.163649,16.821121,2112,0,MPT,Bahan
UMTS,414,1,365,3002786,96.163122,16.821188,1000,0,MPT,Bahan
UMTS,414,1,364,2965158,96.182743,16.854267,1000,0,MPT,South Okkalapa
UMTS,414,1,364,2963131,96.182362,16.853482,1000,0,MPT,South Okkalapa
UMTS,414,1,364,2963134,96.183022,16.85536,1000,0,MPT,South Okkalapa
UMTS,414,1,365,2965155,96.182362,16.853482,1000,0,MPT,South Okkalapa
UMTS,414,1,364,2965152,96.180892,16.854811,2603,0,MPT,South Okkalapa
UMTS,414,1,364,2963137,96.183022,16.85536,1000,0,MPT,South Okkalapa
UMTS,414,1,364,2965155,96.182712,16.854422,1000,0,MPT,South Okkalapa
UMTS,414,1,365,2965152,96.183022,16.85536,1000,0,MPT,South Okkalapa
UMTS,414,1,365,3002789,96.163156,16.821026,1000,0,MPT,Bahan
UMTS,414,1,357,2764480,96.078012,16.841016,1000,0,MPT,Hlaingtharya (East)
UMTS,414,1,365,2966182,96.163311,16.821134,1000,0,MPT,Bahan
UMTS,414,1,365,2966827,96.173123,16.807534,1000,0,MPT,Tamwe
UMTS,414,1,365,2966188,96.163184,16.821006,1000,0,MPT,Bahan
UMTS,414,1,357,2764477,96.076447,16.841545,1000,0,MPT,Hlaingtharya (East)
UMTS,414,1,364,3003235,96.162342,16.822142,1000,0,MPT,Bahan
UMTS,414,1,362,2894492,96.091702,16.911967,3196,0,MPT,Insein
UMTS,414,1,364,2965157,96.183022,16.85536,1000,0,MPT,South Okkalapa
UMTS,414,1,367,2970655,96.265101,16.825124,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,362,2897053,96.108269,16.858387,1000,0,MPT,Mayangone
UMTS,414,1,367,2969187,96.266058,16.824704,1000,0,MPT,Dagon Myothit (Seikkan)
UMTS,414,1,365,2966189,96.16375,16.824062,1000,0,MPT,Yankin
UMTS,414,1,362,2936876,96.135269,16.915419,1000,0,MPT,Mingaladon
UMTS,414,1,362,2884847,96.076721,16.842369,1000,0,MPT,Hlaingtharya (East)
UMTS,414,1,360,2895870,96.096413,17.089239,1000,0,MPT,Hmawbi
UMTS,414,1,362,2902349,96.089317,17.085972,1000,0,MPT,Hmawbi
UMTS,414,1,360,2895867,96.096413,17.089239,1000,0,MPT,Hmawbi
UMTS,414,1,357,2753577,96.116798,16.84687,1000,0,MPT,Hlaing
UMTS,414,1,357,2764358,96.116798,16.84687,1000,0,MPT,Hlaing
UMTS,414,1,357,2753574,96.116839,16.846882,1000,0,MPT,Hlaing
UMTS,414,1,362,2904916,96.073708,16.860697,1000,0,MPT,Hlaingtharya (East)
UMTS,414,1,357,2765686,96.037524,16.885228,1000,0,MPT,Hlaingtharya (West)
UMTS,414,1,357,2765689,96.037279,16.885694,1000,0,MPT,Hlaingtharya (West)
UMTS,414,1,366,2961913,96.229359,16.820698,1000,0,MPT,Dagon Myothit (South)
UMTS,414,1,366,2961917,96.231711,16.821554,1000,0,MPT,Dagon Myothit (South)
UMTS,414,1,358,2904925,96.167839,16.913673,1000,0,MPT,North Okkalapa
UMTS,414,1,362,2894263,96.036768,16.885675,1000,0,MPT,Hlaingtharya (West)
